Year,Country,Iso_alpha-3,Occurrences,Cumulative Occurrences,Continent
1923,Belize,BLZ,0,0,America
1923,Belize,BLZ,0,0,America
1924,Belize,BLZ,0,0,America
1924,Belize,BLZ,0,0,America
1925,Belize,BLZ,0,0,America
1925,Belize,BLZ,0,0,America
1926,Belize,BLZ,0,0,America
1926,Belize,BLZ,0,0,America
1927,Belize,BLZ,0,0,America
1927,Belize,BLZ,0,0,America
1928,Belize,BLZ,0,0,America
1928,Belize,BLZ,0,0,America
1929,Belize,BLZ,0,0,America
1929,Belize,BLZ,0,0,America
1930,Belize,BLZ,0,0,America
1930,Belize,BLZ,0,0,America
1931,Belize,BLZ,0,0,America
1931,Belize,BLZ,0,0,America
1932,Belize,BLZ,0,0,America
1932,Belize,BLZ,0,0,America
1933,Belize,BLZ,0,0,America
1933,Belize,BLZ,0,0,America
1934,Belize,BLZ,0,0,America
1934,Belize,BLZ,0,0,America
1935,Belize,BLZ,0,0,America
1935,Belize,BLZ,0,0,America
1936,Belize,BLZ,0,0,America
1936,Belize,BLZ,0,0,America
1937,Belize,BLZ,0,0,America
1937,Belize,BLZ,0,0,America
1938,Belize,BLZ,0,0,America
1938,Belize,BLZ,0,0,America
1939,Belize,BLZ,0,0,America
1939,Belize,BLZ,0,0,America
1940,Belize,BLZ,0,0,America
1940,Belize,BLZ,0,0,America
1941,Belize,BLZ,0,0,America
1941,Belize,BLZ,0,0,America
1942,Belize,BLZ,0,0,America
1942,Belize,BLZ,0,0,America
1943,Belize,BLZ,0,0,America
1943,Belize,BLZ,0,0,America
1944,Belize,BLZ,0,0,America
1944,Belize,BLZ,0,0,America
1945,Belize,BLZ,0,0,America
1945,Belize,BLZ,0,0,America
1946,Belize,BLZ,0,0,America
1946,Belize,BLZ,0,0,America
1947,Belize,BLZ,0,0,America
1947,Belize,BLZ,0,0,America
1948,Belize,BLZ,0,0,America
1948,Belize,BLZ,0,0,America
1949,Belize,BLZ,0,0,America
1949,Belize,BLZ,0,0,America
1950,Belize,BLZ,0,0,America
1950,Belize,BLZ,0,0,America
1951,Belize,BLZ,0,0,America
1951,Belize,BLZ,0,0,America
1952,Belize,BLZ,0,0,America
1952,Belize,BLZ,0,0,America
1953,Belize,BLZ,0,0,America
1953,Belize,BLZ,0,0,America
1954,Belize,BLZ,0,0,America
1954,Belize,BLZ,0,0,America
1955,Belize,BLZ,0,0,America
1955,Belize,BLZ,0,0,America
1956,Belize,BLZ,0,0,America
1956,Belize,BLZ,0,0,America
1957,Belize,BLZ,0,0,America
1957,Belize,BLZ,0,0,America
1958,Belize,BLZ,0,0,America
1958,Belize,BLZ,0,0,America
1959,Belize,BLZ,0,0,America
1959,Belize,BLZ,0,0,America
1960,Belize,BLZ,0,0,America
1960,Belize,BLZ,0,0,America
1961,Belize,BLZ,0,0,America
1961,Belize,BLZ,0,0,America
1962,Belize,BLZ,0,0,America
1962,Belize,BLZ,0,0,America
1963,Belize,BLZ,0,0,America
1963,Belize,BLZ,0,0,America
1964,Belize,BLZ,0,0,America
1964,Belize,BLZ,0,0,America
1965,Belize,BLZ,0,0,America
1965,Belize,BLZ,0,0,America
1966,Belize,BLZ,0,0,America
1966,Belize,BLZ,0,0,America
1967,Belize,BLZ,0,0,America
1967,Belize,BLZ,0,0,America
1968,Belize,BLZ,0,0,America
1968,Belize,BLZ,0,0,America
1969,Belize,BLZ,0,0,America
1969,Belize,BLZ,0,0,America
1970,Belize,BLZ,0,0,America
1970,Belize,BLZ,0,0,America
1971,Belize,BLZ,0,0,America
1971,Belize,BLZ,0,0,America
1972,Belize,BLZ,0,0,America
1972,Belize,BLZ,0,0,America
1973,Belize,BLZ,0,0,America
1973,Belize,BLZ,0,0,America
1974,Belize,BLZ,0,0,America
1974,Belize,BLZ,0,0,America
1975,Belize,BLZ,0,0,America
1975,Belize,BLZ,0,0,America
1976,Belize,BLZ,0,0,America
1976,Belize,BLZ,0,0,America
1977,Belize,BLZ,0,0,America
1977,Belize,BLZ,0,0,America
1978,Belize,BLZ,0,0,America
1978,Belize,BLZ,0,0,America
1979,Belize,BLZ,0,0,America
1979,Belize,BLZ,0,0,America
1980,Belize,BLZ,0,0,America
1980,Belize,BLZ,0,0,America
1981,Belize,BLZ,0,0,America
1981,Belize,BLZ,0,0,America
1982,Belize,BLZ,0,0,America
1982,Belize,BLZ,0,0,America
1983,Belize,BLZ,0,0,America
1983,Belize,BLZ,0,0,America
1984,Belize,BLZ,0,0,America
1984,Belize,BLZ,0,0,America
1985,Belize,BLZ,0,0,America
1985,Belize,BLZ,0,0,America
1986,Belize,BLZ,0,0,America
1986,Belize,BLZ,0,0,America
1987,Belize,BLZ,0,0,America
1987,Belize,BLZ,0,0,America
1988,Belize,BLZ,0,0,America
1988,Belize,BLZ,0,0,America
1989,Belize,BLZ,0,0,America
1989,Belize,BLZ,0,0,America
1990,Belize,BLZ,0,0,America
1990,Belize,BLZ,0,0,America
1991,Belize,BLZ,0,0,America
1991,Belize,BLZ,0,0,America
1992,Belize,BLZ,0,0,America
1992,Belize,BLZ,0,0,America
1993,Belize,BLZ,0,0,America
1993,Belize,BLZ,0,0,America
1994,Belize,BLZ,0,0,America
1994,Belize,BLZ,0,0,America
1995,Belize,BLZ,0,0,America
1995,Belize,BLZ,0,0,America
1996,Belize,BLZ,0,0,America
1996,Belize,BLZ,0,0,America
1997,Belize,BLZ,0,0,America
1997,Belize,BLZ,0,0,America
1998,Belize,BLZ,0,0,America
1998,Belize,BLZ,0,0,America
1999,Belize,BLZ,0,0,America
1999,Belize,BLZ,0,0,America
2000,Belize,BLZ,0,0,America
2000,Belize,BLZ,0,0,America
2001,Belize,BLZ,0,0,America
2001,Belize,BLZ,0,0,America
2002,Belize,BLZ,0,0,America
2002,Belize,BLZ,0,0,America
2003,Belize,BLZ,0,0,America
2003,Belize,BLZ,0,0,America
2004,Belize,BLZ,0,0,America
2004,Belize,BLZ,0,0,America
2005,Belize,BLZ,0,0,America
2005,Belize,BLZ,0,0,America
2006,Belize,BLZ,1,1,America
2006,Belize,BLZ,0,0,America
2007,Belize,BLZ,0,1,America
2007,Belize,BLZ,0,0,America
2008,Belize,BLZ,0,1,America
2008,Belize,BLZ,0,0,America
2009,Belize,BLZ,0,1,America
2009,Belize,BLZ,0,0,America
2010,Belize,BLZ,0,1,America
2010,Belize,BLZ,0,0,America
2011,Belize,BLZ,0,1,America
2011,Belize,BLZ,0,0,America
2012,Belize,BLZ,0,1,America
2012,Belize,BLZ,0,0,America
2013,Belize,BLZ,1,2,America
2013,Belize,BLZ,0,0,America
2014,Belize,BLZ,0,2,America
2014,Belize,BLZ,0,0,America
2015,Belize,BLZ,0,2,America
2015,Belize,BLZ,0,0,America
2016,Belize,BLZ,0,2,America
2016,Belize,BLZ,0,0,America
2017,Belize,BLZ,0,2,America
2017,Belize,BLZ,0,0,America
2018,Belize,BLZ,0,2,America
2018,Belize,BLZ,0,0,America
2019,Belize,BLZ,0,2,America
2019,Belize,BLZ,0,0,America
2020,Belize,BLZ,0,2,America
2020,Belize,BLZ,0,0,America
2021,Belize,BLZ,1,3,America
2021,Belize,BLZ,0,0,America
2022,Belize,BLZ,1,4,America
2022,Belize,BLZ,0,0,America
2023,Belize,BLZ,1,5,America
2023,Belize,BLZ,0,0,America
2024,Belize,BLZ,1,1,America
2024,Belize,BLZ,0,5,America
1700,Bermuda,BMU,0,0,America
1703,Bermuda,BMU,0,0,America
1721,Bermuda,BMU,0,0,America
1733,Bermuda,BMU,0,0,America
1738,Bermuda,BMU,0,0,America
1748,Bermuda,BMU,0,0,America
1749,Bermuda,BMU,0,0,America
1751,Bermuda,BMU,0,0,America
1753,Bermuda,BMU,0,0,America
1755,Bermuda,BMU,0,0,America
1764,Bermuda,BMU,0,0,America
1767,Bermuda,BMU,0,0,America
1771,Bermuda,BMU,0,0,America
1776,Bermuda,BMU,0,0,America
1779,Bermuda,BMU,0,0,America
1780,Bermuda,BMU,0,0,America
1783,Bermuda,BMU,0,0,America
1784,Bermuda,BMU,0,0,America
1785,Bermuda,BMU,0,0,America
1786,Bermuda,BMU,0,0,America
1788,Bermuda,BMU,0,0,America
1791,Bermuda,BMU,0,0,America
1792,Bermuda,BMU,0,0,America
1800,Bermuda,BMU,0,0,America
1802,Bermuda,BMU,0,0,America
1803,Bermuda,BMU,0,0,America
1804,Bermuda,BMU,0,0,America
1805,Bermuda,BMU,0,0,America
1807,Bermuda,BMU,0,0,America
1808,Bermuda,BMU,0,0,America
1810,Bermuda,BMU,0,0,America
1812,Bermuda,BMU,0,0,America
1815,Bermuda,BMU,0,0,America
1816,Bermuda,BMU,0,0,America
1817,Bermuda,BMU,0,0,America
1818,Bermuda,BMU,0,0,America
1819,Bermuda,BMU,0,0,America
1822,Bermuda,BMU,0,0,America
1823,Bermuda,BMU,0,0,America
1825,Bermuda,BMU,0,0,America
1826,Bermuda,BMU,0,0,America
1827,Bermuda,BMU,0,0,America
1828,Bermuda,BMU,0,0,America
1829,Bermuda,BMU,0,0,America
1830,Bermuda,BMU,0,0,America
1831,Bermuda,BMU,0,0,America
1832,Bermuda,BMU,0,0,America
1834,Bermuda,BMU,0,0,America
1835,Bermuda,BMU,0,0,America
1836,Bermuda,BMU,0,0,America
1837,Bermuda,BMU,0,0,America
1839,Bermuda,BMU,0,0,America
1840,Bermuda,BMU,0,0,America
1841,Bermuda,BMU,0,0,America
1842,Bermuda,BMU,0,0,America
1844,Bermuda,BMU,0,0,America
1845,Bermuda,BMU,0,0,America
1846,Bermuda,BMU,0,0,America
1847,Bermuda,BMU,0,0,America
1848,Bermuda,BMU,0,0,America
1849,Bermuda,BMU,0,0,America
1850,Bermuda,BMU,0,0,America
1851,Bermuda,BMU,0,0,America
1852,Bermuda,BMU,0,0,America
1853,Bermuda,BMU,0,0,America
1855,Bermuda,BMU,0,0,America
1856,Bermuda,BMU,0,0,America
1857,Bermuda,BMU,0,0,America
1858,Bermuda,BMU,0,0,America
1859,Bermuda,BMU,0,0,America
1860,Bermuda,BMU,0,0,America
1861,Bermuda,BMU,0,0,America
1862,Bermuda,BMU,0,0,America
1863,Bermuda,BMU,0,0,America
1864,Bermuda,BMU,0,0,America
1865,Bermuda,BMU,0,0,America
1866,Bermuda,BMU,0,0,America
1867,Bermuda,BMU,0,0,America
1868,Bermuda,BMU,0,0,America
1869,Bermuda,BMU,0,0,America
1870,Bermuda,BMU,0,0,America
1871,Bermuda,BMU,0,0,America
1872,Bermuda,BMU,0,0,America
1873,Bermuda,BMU,0,0,America
1874,Bermuda,BMU,0,0,America
1875,Bermuda,BMU,0,0,America
1876,Bermuda,BMU,0,0,America
1877,Bermuda,BMU,0,0,America
1878,Bermuda,BMU,0,0,America
1879,Bermuda,BMU,0,0,America
1880,Bermuda,BMU,0,0,America
1881,Bermuda,BMU,0,0,America
1882,Bermuda,BMU,0,0,America
1883,Bermuda,BMU,0,0,America
1884,Bermuda,BMU,0,0,America
1885,Bermuda,BMU,0,0,America
1886,Bermuda,BMU,0,0,America
1887,Bermuda,BMU,0,0,America
1888,Bermuda,BMU,0,0,America
1889,Bermuda,BMU,0,0,America
1890,Bermuda,BMU,0,0,America
1891,Bermuda,BMU,0,0,America
1892,Bermuda,BMU,0,0,America
1893,Bermuda,BMU,0,0,America
1894,Bermuda,BMU,0,0,America
1895,Bermuda,BMU,0,0,America
1896,Bermuda,BMU,0,0,America
1897,Bermuda,BMU,0,0,America
1898,Bermuda,BMU,0,0,America
1899,Bermuda,BMU,0,0,America
1900,Bermuda,BMU,0,0,America
1901,Bermuda,BMU,0,0,America
1902,Bermuda,BMU,0,0,America
1903,Bermuda,BMU,0,0,America
1904,Bermuda,BMU,0,0,America
1905,Bermuda,BMU,0,0,America
1906,Bermuda,BMU,0,0,America
1907,Bermuda,BMU,0,0,America
1908,Bermuda,BMU,0,0,America
1909,Bermuda,BMU,0,0,America
1910,Bermuda,BMU,0,0,America
1911,Bermuda,BMU,0,0,America
1912,Bermuda,BMU,0,0,America
1913,Bermuda,BMU,0,0,America
1914,Bermuda,BMU,0,0,America
1915,Bermuda,BMU,0,0,America
1916,Bermuda,BMU,0,0,America
1917,Bermuda,BMU,0,0,America
1918,Bermuda,BMU,0,0,America
1919,Bermuda,BMU,0,0,America
1920,Bermuda,BMU,0,0,America
1921,Bermuda,BMU,0,0,America
1922,Bermuda,BMU,0,0,America
1923,Bermuda,BMU,0,0,America
1924,Bermuda,BMU,0,0,America
1925,Bermuda,BMU,0,0,America
1926,Bermuda,BMU,1,1,America
1927,Bermuda,BMU,0,1,America
1928,Bermuda,BMU,0,1,America
1929,Bermuda,BMU,0,1,America
1930,Bermuda,BMU,0,1,America
1931,Bermuda,BMU,0,1,America
1932,Bermuda,BMU,0,1,America
1933,Bermuda,BMU,0,1,America
1934,Bermuda,BMU,2,3,America
1935,Bermuda,BMU,0,3,America
1936,Bermuda,BMU,0,3,America
1937,Bermuda,BMU,0,3,America
1938,Bermuda,BMU,0,3,America
1939,Bermuda,BMU,0,3,America
1940,Bermuda,BMU,0,3,America
1941,Bermuda,BMU,0,3,America
1942,Bermuda,BMU,0,3,America
1943,Bermuda,BMU,0,3,America
1944,Bermuda,BMU,0,3,America
1945,Bermuda,BMU,0,3,America
1946,Bermuda,BMU,0,3,America
1947,Bermuda,BMU,0,3,America
1948,Bermuda,BMU,0,3,America
1949,Bermuda,BMU,0,3,America
1950,Bermuda,BMU,0,3,America
1951,Bermuda,BMU,0,3,America
1952,Bermuda,BMU,0,3,America
1953,Bermuda,BMU,0,3,America
1954,Bermuda,BMU,1,4,America
1955,Bermuda,BMU,0,4,America
1956,Bermuda,BMU,0,4,America
1957,Bermuda,BMU,0,4,America
1958,Bermuda,BMU,0,4,America
1959,Bermuda,BMU,1,5,America
1960,Bermuda,BMU,2,7,America
1961,Bermuda,BMU,1,8,America
1962,Bermuda,BMU,0,8,America
1963,Bermuda,BMU,0,8,America
1964,Bermuda,BMU,1,9,America
1965,Bermuda,BMU,1,10,America
1966,Bermuda,BMU,0,10,America
1967,Bermuda,BMU,1,11,America
1968,Bermuda,BMU,0,11,America
1969,Bermuda,BMU,1,12,America
1970,Bermuda,BMU,0,12,America
1971,Bermuda,BMU,0,12,America
1972,Bermuda,BMU,0,12,America
1973,Bermuda,BMU,0,12,America
1974,Bermuda,BMU,0,12,America
1975,Bermuda,BMU,1,13,America
1976,Bermuda,BMU,0,13,America
1977,Bermuda,BMU,0,13,America
1978,Bermuda,BMU,0,13,America
1979,Bermuda,BMU,0,13,America
1980,Bermuda,BMU,0,13,America
1981,Bermuda,BMU,1,14,America
1982,Bermuda,BMU,0,14,America
1983,Bermuda,BMU,0,14,America
1984,Bermuda,BMU,0,14,America
1985,Bermuda,BMU,0,14,America
1986,Bermuda,BMU,0,14,America
1987,Bermuda,BMU,0,14,America
1988,Bermuda,BMU,0,14,America
1989,Bermuda,BMU,0,14,America
1990,Bermuda,BMU,0,14,America
1991,Bermuda,BMU,0,14,America
1992,Bermuda,BMU,0,14,America
1993,Bermuda,BMU,0,14,America
1994,Bermuda,BMU,0,14,America
1995,Bermuda,BMU,0,14,America
1996,Bermuda,BMU,0,14,America
1997,Bermuda,BMU,0,14,America
1998,Bermuda,BMU,0,14,America
1999,Bermuda,BMU,0,14,America
2000,Bermuda,BMU,0,14,America
2001,Bermuda,BMU,0,14,America
2002,Bermuda,BMU,0,14,America
2003,Bermuda,BMU,0,14,America
2004,Bermuda,BMU,0,14,America
2005,Bermuda,BMU,0,14,America
2006,Bermuda,BMU,0,14,America
2007,Bermuda,BMU,0,14,America
2008,Bermuda,BMU,0,14,America
2009,Bermuda,BMU,0,14,America
2010,Bermuda,BMU,0,14,America
2011,Bermuda,BMU,0,14,America
2012,Bermuda,BMU,0,14,America
2013,Bermuda,BMU,0,14,America
2014,Bermuda,BMU,0,14,America
2015,Bermuda,BMU,0,14,America
2016,Bermuda,BMU,0,14,America
2017,Bermuda,BMU,0,14,America
2018,Bermuda,BMU,0,14,America
2019,Bermuda,BMU,0,14,America
2020,Bermuda,BMU,0,14,America
2021,Bermuda,BMU,0,14,America
2022,Bermuda,BMU,0,14,America
2023,Bermuda,BMU,0,14,America
2024,Bermuda,BMU,0,14,America
1700,Brazil,BRA,0,0,America
1703,Brazil,BRA,0,0,America
1721,Brazil,BRA,0,0,America
1733,Brazil,BRA,0,0,America
1738,Brazil,BRA,0,0,America
1748,Brazil,BRA,0,0,America
1749,Brazil,BRA,0,0,America
1751,Brazil,BRA,0,0,America
1753,Brazil,BRA,0,0,America
1755,Brazil,BRA,0,0,America
1764,Brazil,BRA,0,0,America
1767,Brazil,BRA,0,0,America
1771,Brazil,BRA,0,0,America
1776,Brazil,BRA,0,0,America
1779,Brazil,BRA,0,0,America
1780,Brazil,BRA,0,0,America
1783,Brazil,BRA,0,0,America
1784,Brazil,BRA,0,0,America
1785,Brazil,BRA,0,0,America
1786,Brazil,BRA,0,0,America
1788,Brazil,BRA,0,0,America
1791,Brazil,BRA,0,0,America
1792,Brazil,BRA,0,0,America
1800,Brazil,BRA,0,0,America
1802,Brazil,BRA,0,0,America
1803,Brazil,BRA,0,0,America
1804,Brazil,BRA,0,0,America
1805,Brazil,BRA,0,0,America
1807,Brazil,BRA,0,0,America
1808,Brazil,BRA,0,0,America
1810,Brazil,BRA,0,0,America
1812,Brazil,BRA,0,0,America
1815,Brazil,BRA,0,0,America
1816,Brazil,BRA,0,0,America
1817,Brazil,BRA,0,0,America
1818,Brazil,BRA,0,0,America
1819,Brazil,BRA,0,0,America
1822,Brazil,BRA,0,0,America
1823,Brazil,BRA,0,0,America
1825,Brazil,BRA,0,0,America
1826,Brazil,BRA,1,1,America
1827,Brazil,BRA,0,1,America
1828,Brazil,BRA,0,1,America
1829,Brazil,BRA,0,1,America
1830,Brazil,BRA,0,1,America
1831,Brazil,BRA,0,1,America
1832,Brazil,BRA,0,1,America
1834,Brazil,BRA,0,1,America
1835,Brazil,BRA,0,1,America
1836,Brazil,BRA,0,1,America
1837,Brazil,BRA,0,1,America
1839,Brazil,BRA,0,1,America
1840,Brazil,BRA,0,1,America
1841,Brazil,BRA,0,1,America
1842,Brazil,BRA,0,1,America
1844,Brazil,BRA,0,1,America
1845,Brazil,BRA,0,1,America
1846,Brazil,BRA,0,1,America
1847,Brazil,BRA,0,1,America
1848,Brazil,BRA,0,1,America
1849,Brazil,BRA,0,1,America
1850,Brazil,BRA,0,1,America
1851,Brazil,BRA,0,1,America
1852,Brazil,BRA,0,1,America
1853,Brazil,BRA,0,1,America
1855,Brazil,BRA,0,1,America
1856,Brazil,BRA,0,1,America
1857,Brazil,BRA,0,1,America
1858,Brazil,BRA,0,1,America
1859,Brazil,BRA,0,1,America
1860,Brazil,BRA,0,1,America
1861,Brazil,BRA,0,1,America
1862,Brazil,BRA,0,1,America
1863,Brazil,BRA,0,1,America
1864,Brazil,BRA,0,1,America
1865,Brazil,BRA,0,1,America
1866,Brazil,BRA,0,1,America
1867,Brazil,BRA,0,1,America
1868,Brazil,BRA,0,1,America
1869,Brazil,BRA,0,1,America
1870,Brazil,BRA,0,1,America
1871,Brazil,BRA,0,1,America
1872,Brazil,BRA,0,1,America
1873,Brazil,BRA,0,1,America
1874,Brazil,BRA,0,1,America
1875,Brazil,BRA,0,1,America
1876,Brazil,BRA,0,1,America
1877,Brazil,BRA,0,1,America
1878,Brazil,BRA,1,2,America
1879,Brazil,BRA,0,2,America
1880,Brazil,BRA,0,2,America
1881,Brazil,BRA,0,2,America
1882,Brazil,BRA,0,2,America
1883,Brazil,BRA,0,2,America
1884,Brazil,BRA,1,3,America
1885,Brazil,BRA,0,3,America
1886,Brazil,BRA,0,3,America
1887,Brazil,BRA,1,4,America
1888,Brazil,BRA,0,4,America
1889,Brazil,BRA,0,4,America
1890,Brazil,BRA,0,4,America
1891,Brazil,BRA,0,4,America
1892,Brazil,BRA,0,4,America
1893,Brazil,BRA,0,4,America
1894,Brazil,BRA,0,4,America
1895,Brazil,BRA,0,4,America
1896,Brazil,BRA,0,4,America
1897,Brazil,BRA,0,4,America
1898,Brazil,BRA,0,4,America
1899,Brazil,BRA,0,4,America
1900,Brazil,BRA,0,4,America
1901,Brazil,BRA,0,4,America
1902,Brazil,BRA,0,4,America
1903,Brazil,BRA,0,4,America
1904,Brazil,BRA,0,4,America
1905,Brazil,BRA,0,4,America
1906,Brazil,BRA,0,4,America
1907,Brazil,BRA,0,4,America
1908,Brazil,BRA,0,4,America
1909,Brazil,BRA,0,4,America
1910,Brazil,BRA,0,4,America
1911,Brazil,BRA,0,4,America
1912,Brazil,BRA,0,4,America
1913,Brazil,BRA,0,4,America
1914,Brazil,BRA,0,4,America
1915,Brazil,BRA,0,4,America
1916,Brazil,BRA,0,4,America
1917,Brazil,BRA,0,4,America
1918,Brazil,BRA,0,4,America
1919,Brazil,BRA,0,4,America
1920,Brazil,BRA,0,4,America
1921,Brazil,BRA,0,4,America
1922,Brazil,BRA,0,4,America
1923,Brazil,BRA,0,4,America
1924,Brazil,BRA,0,4,America
1925,Brazil,BRA,0,4,America
1926,Brazil,BRA,0,4,America
1927,Brazil,BRA,1,5,America
1928,Brazil,BRA,0,5,America
1929,Brazil,BRA,0,5,America
1930,Brazil,BRA,0,5,America
1931,Brazil,BRA,0,5,America
1932,Brazil,BRA,0,5,America
1933,Brazil,BRA,0,5,America
1934,Brazil,BRA,0,5,America
1935,Brazil,BRA,0,5,America
1936,Brazil,BRA,0,5,America
1937,Brazil,BRA,0,5,America
1938,Brazil,BRA,0,5,America
1939,Brazil,BRA,0,5,America
1940,Brazil,BRA,0,5,America
1941,Brazil,BRA,0,5,America
1942,Brazil,BRA,1,6,America
1943,Brazil,BRA,1,7,America
1944,Brazil,BRA,0,7,America
1945,Brazil,BRA,0,7,America
1946,Brazil,BRA,0,7,America
1947,Brazil,BRA,2,9,America
1948,Brazil,BRA,0,9,America
1949,Brazil,BRA,0,9,America
1950,Brazil,BRA,0,9,America
1951,Brazil,BRA,0,9,America
1952,Brazil,BRA,0,9,America
1953,Brazil,BRA,0,9,America
1954,Brazil,BRA,0,9,America
1955,Brazil,BRA,0,9,America
1956,Brazil,BRA,0,9,America
1957,Brazil,BRA,0,9,America
1958,Brazil,BRA,0,9,America
1959,Brazil,BRA,0,9,America
1960,Brazil,BRA,0,9,America
1961,Brazil,BRA,0,9,America
1962,Brazil,BRA,0,9,America
1963,Brazil,BRA,0,9,America
1964,Brazil,BRA,0,9,America
1965,Brazil,BRA,0,9,America
1966,Brazil,BRA,0,9,America
1967,Brazil,BRA,0,9,America
1968,Brazil,BRA,0,9,America
1969,Brazil,BRA,0,9,America
1970,Brazil,BRA,0,9,America
1971,Brazil,BRA,0,9,America
1972,Brazil,BRA,0,9,America
1973,Brazil,BRA,0,9,America
1974,Brazil,BRA,1,10,America
1975,Brazil,BRA,0,10,America
1976,Brazil,BRA,0,10,America
1977,Brazil,BRA,0,10,America
1978,Brazil,BRA,0,10,America
1979,Brazil,BRA,0,10,America
1980,Brazil,BRA,2,12,America
1981,Brazil,BRA,2,14,America
1982,Brazil,BRA,0,14,America
1983,Brazil,BRA,0,14,America
1984,Brazil,BRA,0,14,America
1985,Brazil,BRA,0,14,America
1986,Brazil,BRA,0,14,America
1987,Brazil,BRA,0,14,America
1988,Brazil,BRA,0,14,America
1989,Brazil,BRA,0,14,America
1990,Brazil,BRA,0,14,America
1991,Brazil,BRA,1,15,America
1992,Brazil,BRA,6,21,America
1993,Brazil,BRA,3,24,America
1994,Brazil,BRA,10,34,America
1995,Brazil,BRA,4,38,America
1996,Brazil,BRA,4,42,America
1997,Brazil,BRA,5,47,America
1998,Brazil,BRA,4,51,America
1999,Brazil,BRA,5,56,America
2000,Brazil,BRA,0,56,America
2001,Brazil,BRA,3,59,America
2002,Brazil,BRA,7,66,America
2003,Brazil,BRA,5,71,America
2004,Brazil,BRA,7,78,America
2005,Brazil,BRA,1,79,America
2006,Brazil,BRA,6,85,America
2007,Brazil,BRA,1,86,America
2008,Brazil,BRA,3,89,America
2009,Brazil,BRA,4,93,America
2010,Brazil,BRA,1,94,America
2011,Brazil,BRA,3,97,America
2012,Brazil,BRA,1,98,America
2013,Brazil,BRA,2,100,America
2014,Brazil,BRA,1,101,America
2015,Brazil,BRA,2,103,America
2016,Brazil,BRA,2,105,America
2017,Brazil,BRA,2,107,America
2018,Brazil,BRA,5,112,America
2019,Brazil,BRA,2,114,America
2020,Brazil,BRA,0,114,America
2021,Brazil,BRA,5,119,America
2022,Brazil,BRA,0,119,America
2023,Brazil,BRA,3,122,America
2024,Brazil,BRA,0,122,America
1700,Barbados,BRB,1,1,America
1703,Barbados,BRB,1,2,America
1721,Barbados,BRB,0,2,America
1733,Barbados,BRB,0,2,America
1738,Barbados,BRB,0,2,America
1748,Barbados,BRB,0,2,America
1749,Barbados,BRB,0,2,America
1751,Barbados,BRB,0,2,America
1753,Barbados,BRB,0,2,America
1755,Barbados,BRB,0,2,America
1764,Barbados,BRB,0,2,America
1767,Barbados,BRB,0,2,America
1771,Barbados,BRB,0,2,America
1776,Barbados,BRB,0,2,America
1779,Barbados,BRB,0,2,America
1780,Barbados,BRB,0,2,America
1783,Barbados,BRB,0,2,America
1784,Barbados,BRB,0,2,America
1785,Barbados,BRB,0,2,America
1786,Barbados,BRB,1,3,America
1788,Barbados,BRB,0,3,America
1791,Barbados,BRB,0,3,America
1792,Barbados,BRB,0,3,America
1800,Barbados,BRB,0,3,America
1802,Barbados,BRB,0,3,America
1803,Barbados,BRB,0,3,America
1804,Barbados,BRB,0,3,America
1805,Barbados,BRB,0,3,America
1807,Barbados,BRB,0,3,America
1808,Barbados,BRB,0,3,America
1810,Barbados,BRB,0,3,America
1812,Barbados,BRB,0,3,America
1815,Barbados,BRB,0,3,America
1816,Barbados,BRB,0,3,America
1817,Barbados,BRB,0,3,America
1818,Barbados,BRB,0,3,America
1819,Barbados,BRB,0,3,America
1822,Barbados,BRB,0,3,America
1823,Barbados,BRB,0,3,America
1825,Barbados,BRB,0,3,America
1826,Barbados,BRB,0,3,America
1827,Barbados,BRB,0,3,America
1828,Barbados,BRB,0,3,America
1829,Barbados,BRB,0,3,America
1830,Barbados,BRB,0,3,America
1831,Barbados,BRB,0,3,America
1832,Barbados,BRB,0,3,America
1834,Barbados,BRB,0,3,America
1835,Barbados,BRB,0,3,America
1836,Barbados,BRB,0,3,America
1837,Barbados,BRB,0,3,America
1839,Barbados,BRB,0,3,America
1840,Barbados,BRB,0,3,America
1841,Barbados,BRB,0,3,America
1842,Barbados,BRB,0,3,America
1844,Barbados,BRB,0,3,America
1845,Barbados,BRB,0,3,America
1846,Barbados,BRB,0,3,America
1847,Barbados,BRB,0,3,America
1848,Barbados,BRB,0,3,America
1849,Barbados,BRB,0,3,America
1850,Barbados,BRB,0,3,America
1851,Barbados,BRB,0,3,America
1852,Barbados,BRB,0,3,America
1853,Barbados,BRB,0,3,America
1855,Barbados,BRB,0,3,America
1856,Barbados,BRB,0,3,America
1857,Barbados,BRB,0,3,America
1858,Barbados,BRB,0,3,America
1859,Barbados,BRB,0,3,America
1860,Barbados,BRB,0,3,America
1861,Barbados,BRB,0,3,America
1862,Barbados,BRB,0,3,America
1863,Barbados,BRB,0,3,America
1864,Barbados,BRB,0,3,America
1865,Barbados,BRB,0,3,America
1866,Barbados,BRB,0,3,America
1867,Barbados,BRB,0,3,America
1868,Barbados,BRB,0,3,America
1869,Barbados,BRB,0,3,America
1870,Barbados,BRB,0,3,America
1871,Barbados,BRB,0,3,America
1872,Barbados,BRB,0,3,America
1873,Barbados,BRB,0,3,America
1874,Barbados,BRB,0,3,America
1875,Barbados,BRB,0,3,America
1876,Barbados,BRB,0,3,America
1877,Barbados,BRB,0,3,America
